price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
330000,3,2.5,2410,17424,1,0,0,3,7,1630,780,1978,1530,11761
618000,4,1,1260,4080,1,0,0,4,7,1260,0,1911,1340,4080
295500,4,2.5,2830,7350,1,0,0,3,8,1690,1140,1982,2350,7768
567035,3,2,2064,46173,2,0,0,5,7,2064,0,1903,1640,21780
518000,4,2.25,2640,34870,1,0,0,3,8,1770,870,1977,2500,35580
303000,2,1,1020,9200,1,0,0,3,7,1020,0,1978,1520,9600
300000,4,2.5,2200,8065,2,0,0,3,7,2200,0,1998,2641,8535
413107,3,1.5,1420,7520,1,0,0,4,7,1420,0,1956,2000,7520
400000,3,1,1350,3090,1.5,0,0,5,6,1350,0,1914,1350,3090
535000,3,1,1290,6859,1,0,0,4,7,1290,0,1941,1560,6369
555000,4,2,1680,2600,1,0,0,5,7,840,840,1915,1680,3340
312000,3,2.5,2280,6386,2,0,0,3,8,2280,0,2008,2550,4835
785200,3,2.25,1840,3500,1.5,0,0,5,8,1540,300,1910,1800,3300
749000,4,2,2040,11850,1,0,2,3,7,1020,1020,1959,2040,8504
285000,3,1.5,1490,10367,1,0,0,3,7,1010,480,1957,1000,8254
425000,4,2.5,2440,5088,2,0,0,3,7,2440,0,2007,2440,5762
360000,3,2,1930,15540,1,0,0,3,8,1260,670,1958,1900,12123
260000,3,1,1200,6615,1,0,0,4,7,1200,0,1954,1230,6615
369000,3,2,1550,8509,1,0,0,3,7,1150,400,1959,1840,7620
275000,4,2.5,2180,11132,1,0,0,4,8,1620,560,1978,1950,13801
407000,3,2.25,1430,1448,3,0,0,3,8,1430,0,2005,1430,1383
575000,2,1.75,1230,5418,1,0,0,3,8,990,240,1949,1330,5074
1.24E+06,3,1.5,1670,3852,2,0,3,4,8,1670,0,1928,2320,4572
875000,2,2.5,2720,4913,1,0,1,4,8,1700,1020,1936,2520,5303
320000,4,1.5,2220,6811,1,0,0,4,7,1270,950,1961,1800,7350
810000,3,1.5,1520,9041,1,0,0,4,7,1520,0,1954,3260,10020
274000,3,1.75,1590,7620,1,0,0,4,7,1090,500,1984,1590,7620
239900,4,1.75,1480,9523,1,0,0,3,7,1120,360,1959,1590,8300
450000,4,1.5,1860,7808,1,0,0,3,7,1080,780,1953,1530,7884
263400,4,2,1360,60548,1,0,0,3,6,960,400,1960,1930,28800
265000,3,1,1360,5967,1,0,0,3,6,1360,0,1954,1360,6052
418000,4,3,2360,6250,1,0,2,3,7,1460,900,1960,2500,6250
390000,3,2,2360,5737,2,0,0,3,8,2360,0,2003,1600,9163
430000,3,2,1860,7500,1,0,0,3,7,930,930,1909,1000,5000
1.44E+06,3,2.25,2630,9705,2.5,0,2,4,8,2630,0,1987,2640,14284
297000,2,1.75,1280,37373,1,0,0,4,7,1280,0,1996,2180,48351
650000,4,2.25,2330,7220,2,0,1,3,8,1600,730,1988,2220,9100
195000,2,1,720,18000,1,0,0,3,6,720,0,1950,1250,7925
554000,3,3.5,3380,108900,2,0,0,3,9,2700,680,1999,2250,130680
550000,3,2,3650,843309,2,0,0,4,7,3650,0,1991,1870,273992
700000,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,1760,5100
300000,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,1400,45175
315000,2,1,1030,8576,1.5,0,0,5,6,1030,0,1952,1310,8504
603000,3,1,1790,5250,1,0,0,3,7,1400,390,1943,1790,5250
530000,2,1,840,3400,1,0,2,4,7,840,0,1924,2000,4000
397500,3,1.75,1300,8480,1,0,0,3,7,1300,0,1969,1740,7280
221000,3,1,1240,5250,1.5,0,0,4,6,1240,0,1904,1240,5250
466000,4,2.25,2170,8050,1,0,0,3,7,1220,950,1976,1820,7700
197500,3,1,1330,5412,2,0,0,5,7,1330,0,1905,1710,10825
280000,3,3,1390,1080,2,0,0,3,7,1140,250,2006,1450,1461
412000,2,1.5,1240,3873,1,0,0,4,6,860,380,1909,1240,4336
454000,2,1,880,6731,1,0,0,4,7,880,0,1950,1240,6731
540000,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,1780,59241
250000,5,1.5,2520,5753,1.5,0,0,4,7,1510,1010,1928,1620,6875
900000,5,2.25,2510,35691,1,0,0,3,9,2510,0,1967,3160,35037
245000,5,1.75,2020,7902,1,0,0,3,7,1220,800,1962,2220,8819
290000,3,1.75,2060,7251,1,0,0,3,7,1350,710,1987,1520,7582
160000,2,1,930,7742,1,0,0,3,6,930,0,1933,2240,8723
1.26E+06,2,1.5,2700,7225,1.5,0,4,3,8,1660,1040,1910,2970,5150
325000,2,1,1060,6050,1,0,0,3,7,940,120,1939,1540,5279
185000,2,1,670,6750,1,0,0,4,5,670,0,1947,1700,11520
477000,3,2,1750,4990,1,0,0,3,7,950,800,1916,1700,5000
100000,2,1,930,7623,1,0,0,2,6,930,0,1942,1300,7641
345000,4,2.5,2420,11481,1,0,0,3,8,1370,1050,1985,2290,8985
530000,4,2.25,2410,14985,1,0,1,4,7,1950,460,1965,2510,15256
203000,3,1,1150,7156,1,0,0,4,6,1150,0,1953,1210,7156
599000,4,2.5,2480,5000,2,0,0,3,7,2480,0,2004,2410,5000
370000,4,1,1310,6000,1.5,0,0,3,7,1310,0,1940,1630,6000
140000,3,1,1240,8000,1,0,0,4,6,1040,200,1954,1240,8000
500000,3,1,1150,5100,2,0,0,3,8,1150,0,1911,1440,5100
527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,1360,4000
549900,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,2190,7600
760000,4,2.5,3520,8095,2,0,0,3,9,3520,0,2006,2460,4676
319000,2,1,960,4400,1,0,0,4,7,960,0,1951,1520,5000
362300,3,2.5,2430,15264,2,0,0,3,8,2430,0,1997,2260,10416
421000,3,2.5,1930,4505,1,0,3,4,7,1440,490,1973,1550,4505
690000,3,1,1090,4000,1.5,0,0,4,7,1090,0,1945,1520,4000
640000,3,2.5,2790,31798,1,0,0,5,8,1650,1140,1953,1400,14849
238000,4,1.75,1650,6900,1,0,0,3,7,910,740,1978,1540,7645
789000,3,3,3740,39640,2,0,2,3,10,3740,0,1991,2930,26136
1.05E+06,6,4,5310,12741,2,0,2,3,10,3600,1710,1967,4190,12632
302500,3,2.5,1690,4476,2,0,0,3,7,1690,0,2008,2250,4488
259950,4,1.75,1400,7920,1,0,0,3,7,1400,0,1963,1910,7700
456000,3,1.5,1440,28516,1,0,0,4,7,1440,0,1975,2080,27049
369950,3,2.5,1360,3718,2,0,0,3,7,1360,0,1987,1090,3718
363750,3,1.75,1726,197326,2,0,0,4,7,1726,0,1982,2114,99316
585000,3,1.75,2220,216493,1,0,2,3,8,2220,0,1989,2900,169884
268000,3,2.5,1850,6676,2,0,0,3,7,1850,0,1986,1700,6663
1.20E+06,5,2.5,2860,4000,2,0,0,4,8,2160,700,1910,1340,1224
345000,3,1,1120,10176,1,0,0,3,6,920,200,1905,1350,7500
539000,4,2.5,2340,19850,2,0,0,3,9,2340,0,1993,1930,15439
851000,5,3.25,3760,9792,2,0,0,3,9,2550,1210,1984,2960,16500
900000,3,2.5,1920,7200,2,0,2,3,10,1780,140,1997,2080,5000
850000,3,2.5,3230,5000,2,0,2,5,8,2430,800,1945,1820,5000
390000,3,1.75,1260,6500,1,0,0,4,7,1260,0,1966,1500,7700
345000,3,1.75,1540,6909,1,0,0,4,7,920,620,1955,1130,6908
534500,3,2.5,1700,3150,2,0,0,3,8,1700,0,2005,1700,3600
643500,6,5.25,3600,3960,2,0,0,3,7,2400,1200,1971,1450,4600
1.21E+06,3,2.75,3150,5520,1.5,0,0,4,8,2130,1020,1925,3160,6200
495000,2,1.75,1280,4000,1,0,0,4,7,730,550,1929,2250,5382
535000,2,1,980,4120,1,0,0,3,7,830,150,1950,1760,4120
435000,4,2.5,2190,6578,2,0,0,3,7,2190,0,2004,2190,5416
305000,4,2,2470,1831,2,0,0,3,7,1970,500,2009,1310,7500
799000,4,2.5,2590,7910,2,0,0,3,9,2590,0,2001,1700,7488
700000,4,2.5,2580,15031,2,0,0,3,9,2580,0,1999,3030,10361
467000,3,2.25,1270,1213,2,0,0,3,8,1040,230,2005,1410,1265
263000,3,1,1250,7560,1,0,0,3,6,1250,0,1959,1270,7615
760000,4,2.5,4660,7157,2,0,0,3,9,3020,1640,2003,3300,7047
293000,4,2.5,2019,4435,2,0,3,3,8,2019,0,2008,1950,4800
245000,3,2,1490,7929,1,0,0,3,7,1490,0,1989,1650,7929
181000,2,1.5,1560,10807,1,0,0,2,7,1560,0,1949,1660,196591
240000,3,1,1030,15264,1,0,0,4,7,1030,0,1962,1430,14840
880000,4,2.75,2560,7961,1,0,2,4,8,1450,1110,1975,2500,9009
285000,3,2,1460,6377,1,0,0,3,7,1460,0,1995,1600,6250
407500,2,1,770,6017,1,0,0,3,7,770,0,1950,1670,7500
325000,4,2.5,1960,3543,2,0,0,3,7,1960,0,2004,2420,3646
405000,3,1.75,1900,10454,1,0,0,3,7,1390,510,1978,2000,12000
291700,3,2.5,1970,4120,1.5,0,0,3,6,1230,740,1927,1470,4080
370000,3,2.5,2490,18525,2,0,3,3,8,2490,0,1995,1850,9516
270000,3,1.5,1430,8960,1,0,0,4,6,1430,0,1953,1560,10125
800000,4,2.5,2680,7200,1,0,0,3,8,1380,1300,1952,1950,8520
626500,3,1.75,1610,3210,1,0,0,5,7,910,700,1928,1420,3210
1.13E+06,4,3.5,4300,8406,2,0,1,3,11,3580,720,1987,2770,10006
399950,4,2.5,3200,7545,2,0,0,3,7,3200,0,2003,2840,7137
419000,3,1.75,2140,15030,1,0,0,4,7,1570,570,1958,2170,15030
1.16E+06,4,2.5,4240,43995,2,0,0,3,10,4240,0,1989,3720,59522
1.41E+06,4,3.5,3410,10769,2,0,0,3,10,3410,0,2008,2650,10058
710000,4,2.75,2090,8064,2,0,0,5,7,2090,0,1967,1460,8400
650000,3,1,1410,4840,1,0,2,4,6,1230,180,1942,1410,5400
369900,4,2.5,2820,33750,2,0,0,4,9,2820,0,1984,2510,36180
641000,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,2770,44224
403000,3,1,1400,6879,1,0,0,3,7,1400,0,1951,1950,7400
1.02E+06,3,3.25,3620,4000,2,0,0,3,10,2730,890,2005,1910,5000
865000,4,2.5,2260,13600,1,0,0,4,8,1770,490,1974,2630,13995
2.49E+06,4,2.5,3440,23954,1.5,1,3,5,10,2260,1180,1931,4230,18723
810000,4,1,2150,3588,2,0,3,4,8,1850,300,1926,1950,3588
316750,3,2.5,1256,1154,3,0,0,3,7,1256,0,2005,1309,1232
652500,4,2.25,2220,130244,2,0,0,3,8,2220,0,1989,2680,130680
360000,6,2.75,2850,15240,1,0,0,3,7,1850,1000,1962,2090,7620
208000,2,1,700,5100,1,0,0,4,5,700,0,1953,970,5811
898000,4,2.5,3700,63991,2,0,0,3,10,3700,0,1992,3210,47215
295000,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,2080,10400
652500,4,1.75,3130,18253,2,0,0,3,7,3130,0,1978,1850,12220
560000,4,3,2170,5764,2,0,0,3,8,2170,0,1992,2010,5681
280000,3,1,1020,8400,1,0,0,4,7,1020,0,1957,1690,8030
289950,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,1937,2160,8584
397500,3,2.5,1860,44093,1,0,0,3,7,1860,0,1978,1900,6130
380000,2,1,1140,75132,1,0,0,3,7,1140,0,1956,2570,35200
415900,3,2.5,1670,22703,1,0,0,3,7,1310,360,1988,1510,16817
475000,2,1.75,1710,8645,1,0,0,4,7,1510,200,1923,1280,5366
125000,1,1,500,7440,1,0,0,1,5,500,0,1928,1350,7440
238000,3,1,1470,32670,1,0,0,3,7,1020,450,1958,2640,24100
296000,4,1.5,1370,9750,1,0,0,3,7,1070,300,1953,1540,9789
475000,6,3,3470,117612,1.5,0,0,3,7,3470,0,1924,2120,17100
390000,3,2.25,1650,6250,1.5,0,0,3,7,1650,0,1910,2060,6250
425000,3,1,1180,3750,1,0,0,3,6,1030,150,1940,1280,3750
725000,6,3,3110,5000,1.5,0,0,5,7,1810,1300,1921,1600,4000
605000,3,2.25,2080,12134,1,0,0,4,8,1530,550,1973,2320,12400
302000,3,1,1600,1950,2,0,0,2,7,1600,0,1906,1310,1138
886000,3,2.25,2380,6000,2,0,0,5,9,1650,730,1931,2000,6000
540000,4,1.75,1630,6120,1,0,0,5,7,980,650,1918,1630,4080
435000,4,2.25,1910,8400,2,0,0,3,7,1910,0,1975,1910,8400
409000,4,3.25,3140,10752,2,0,0,3,7,2300,840,1992,1300,9920
405000,3,1,1250,7280,1,0,0,3,7,1250,0,1975,1690,7280
560200,3,2.5,1990,3984,2,0,0,3,8,1990,0,2004,2320,3984
324000,4,1.75,2110,7208,1,0,0,3,8,1170,940,1975,1820,7208
390000,4,2.5,2490,8290,2,0,0,3,9,2490,0,1999,2690,7008
414000,2,1,800,5000,1,0,0,3,6,800,0,1938,1220,5000
441500,3,2.5,2360,4670,2,0,0,3,7,2360,0,1998,2420,5620
375000,3,2.5,1770,5146,2,0,0,3,7,1770,0,1992,1230,5160
668500,4,2.5,2710,5500,2,0,0,3,9,2710,0,1999,2710,6242
540000,5,1.5,1940,10202,1.5,0,0,4,7,1940,0,1940,1900,8000
1.04E+06,4,3.25,3450,11240,2,0,3,4,10,2430,1020,1960,2412,19499
1.35E+06,4,3.25,3440,4920,2,0,4,3,10,2520,920,2014,2350,5166
758000,4,2.75,2410,9549,1,0,0,4,7,1780,630,1956,2090,9549
949880,4,2.25,2290,10687,2,0,0,3,9,2290,0,1978,2290,10300
570000,3,1,1030,4089,1.5,0,0,3,7,1030,0,1927,1440,4917
736000,4,2.5,2290,12047,2,0,0,4,9,2290,0,1988,3130,15666
670000,3,1.5,1490,4400,1.5,0,0,4,7,1490,0,1906,1560,4400
1.13E+06,4,1.75,2370,8400,1,0,0,5,9,1270,1100,1949,2370,8400
650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,1470,4080
690000,2,1.75,1600,4000,1,0,0,5,7,850,750,1918,1860,4000
610000,4,2.25,2240,45738,2,0,0,3,7,2240,0,1988,3180,45738
413500,2,1,770,4000,1,0,0,5,5,770,0,1924,1420,5040
765000,3,2.5,2300,9752,2,0,2,3,8,2300,0,1968,2640,10764
828200,4,2.75,3400,7081,2,0,0,3,9,3400,0,2001,3060,7081
205000,2,1,900,4397,1,0,0,3,6,900,0,1918,1430,4500
465000,3,2.5,1450,5175,1,0,0,3,8,1030,420,1995,1740,9250
556000,4,2.5,2240,5402,2,0,0,3,8,2240,0,2005,2240,7560
540000,4,2.5,1780,4169,2,0,0,3,8,1780,0,1994,1830,4164
423000,4,2.5,2320,4254,2,0,0,3,8,2320,0,2004,2330,4602
375000,3,1.75,1590,14766,1,0,0,3,8,1590,0,1963,2040,10190
173250,3,1,990,12696,1.5,0,0,3,7,990,0,1936,1260,8937
599900,3,1.5,2605,12030,1,0,0,3,8,1355,1250,2003,1590,15242
646000,5,2.75,2870,4461,1,0,0,3,7,1650,1220,1976,1890,4196
1.08E+06,5,4.75,5180,17811,2,0,2,3,11,4070,1110,2001,3960,15103
558000,4,2,2180,3870,1,0,0,3,7,1020,1160,1900,1520,2580
354000,2,1,850,5225,1,0,0,3,7,850,0,1949,1230,5225
1.20E+06,4,4,4050,9517,2,0,0,3,11,3360,690,1990,3330,9436
670000,4,2,2250,4200,1.5,0,0,3,7,1650,600,1909,1200,3360
1.13E+06,6,4.25,3100,9378,3,0,2,3,11,3100,0,1978,3270,6334
267500,2,1,1747,12250,2.5,0,0,4,6,1747,0,1948,1620,10300
299800,4,2.5,2410,4708,2,0,0,3,8,2410,0,2002,2517,5290
430000,4,1.75,2070,9120,1,0,0,4,7,1250,820,1958,1650,8400
775000,5,1,1860,3040,1.5,0,0,3,7,1530,330,1921,1910,3600
333000,3,1,950,5214,1,0,0,3,7,830,120,1944,1490,7636
336000,3,2,1060,11765,1,0,0,4,6,1060,0,1951,1500,9151
323000,2,1,880,1712,2,0,0,4,7,880,0,1945,1360,1748
575000,4,2.5,2550,56628,2,0,0,3,9,2550,0,2001,1870,56628
328000,2,2.25,1550,2079,2,0,0,3,8,1550,0,2008,1420,1977
572500,3,1,1590,4600,1.5,0,0,4,7,1290,300,1926,1770,4350
600000,3,1.75,1650,5100,1,0,0,5,7,1040,610,1908,1540,5100
412000,4,3,2430,7242,2,0,0,3,8,2430,0,2003,2430,7242
827500,3,2.5,1810,7200,1,0,0,5,7,1310,500,1960,2050,7200
300000,4,2.5,2890,17349,2,0,0,3,8,2890,0,1994,2330,22356
415000,3,2.5,1280,5040,2,0,0,4,7,1280,0,1985,1500,5040
750000,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,1906,2510,4056
800000,3,2.75,2220,4000,2,0,0,3,8,1700,520,1914,1800,4000
420000,3,1,1060,6000,1,0,0,3,8,1060,0,1954,1240,7874
266000,3,1.5,1120,8250,1,0,0,4,7,1120,0,1957,1320,8400
499000,4,2.5,2680,10590,2,0,0,3,8,2680,0,2004,2330,5566
440000,4,1.5,1770,5750,2,0,0,3,7,1770,0,1947,970,5750
495000,3,2,2950,12196,2,0,0,4,7,2310,640,1918,2320,19844
630000,2,1.75,1260,5300,1,0,0,4,7,840,420,1951,1280,3000
424000,3,1.75,1430,6818,1,0,0,5,7,1430,0,1972,1480,7210
760000,4,2.5,2730,36183,2,0,0,3,9,2730,0,1986,2710,5964
650000,4,3.5,3270,15704,2,0,0,3,9,2110,1160,1990,3020,8582
248500,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,1220,10018
379600,3,1.75,1270,12420,1,0,0,4,7,1270,0,1962,1560,9910
538000,4,2.5,3260,10032,1,0,0,3,8,1960,1300,1978,1802,7249
530000,4,2.5,2050,6360,2,0,0,3,8,2050,0,1988,2070,7541
545000,4,2.25,2050,9720,2,0,0,3,8,2050,0,1967,2310,9680
925000,4,3,3580,35261,1.5,0,0,3,10,3580,0,1985,3540,36750
565000,4,2.75,1960,48787,1.5,0,0,4,9,1960,0,1983,1970,36425
405100,2,1,840,3522,1,0,0,3,6,840,0,1947,1390,4800
502000,3,1.75,1300,8800,1,0,0,4,8,1300,0,1963,1350,8800
425000,3,2.25,1260,3000,2,0,0,3,7,1260,0,2003,1630,3042
233500,3,2.25,1650,2958,2,0,0,3,7,1650,0,1985,1510,3788
287000,3,2.5,1710,10341,2,0,2,3,7,1710,0,1986,1830,9358
190000,3,1,1180,8775,1,0,0,3,7,1180,0,1966,1300,8100
666000,3,2.25,2780,31510,2,0,0,3,8,2780,0,1979,2890,36400
330000,2,1,950,3090,1,0,0,4,6,950,0,1909,1230,4120
1.49E+06,5,3.5,3620,7821,2,0,2,3,10,2790,830,1958,2690,9757
393000,3,2.25,2140,10256,2,0,0,3,8,2140,0,1987,2040,11717
353000,4,2.75,1920,4627,1,0,0,3,8,1010,910,1998,1910,7210
260000,2,1,750,6720,1,0,0,3,6,750,0,1916,920,6720
680000,3,2.5,2060,2551,2,0,0,3,8,1900,160,2001,2060,2936
921000,3,2.25,2380,11200,1,0,0,4,8,2380,0,1963,2010,11200
319000,2,1,750,6380,1,0,0,3,7,750,0,1949,1690,6495
280000,3,1,1160,10881,1,0,0,2,7,920,240,1983,1280,10843
220000,3,1,1050,6300,1,0,0,3,6,1050,0,1942,740,6300
219000,3,1.5,1740,5200,1,0,0,4,7,1060,680,1977,1540,5200
528000,4,2.75,2050,7171,1,0,0,3,8,1540,510,1988,1960,7110
405000,3,1.75,1980,8100,1,0,0,4,7,1310,670,1949,1450,8212
372977,3,2.5,1690,1618,2,0,0,3,8,1150,540,2014,1690,1618
934550,4,3.25,2320,5900,1.5,0,2,4,9,2320,0,1910,2320,6240
1.47E+06,3,1.5,2480,9900,2,0,3,3,10,2130,350,1940,2860,9288
975000,4,2.25,2290,5350,2,0,0,4,9,2120,170,1958,2910,5350
800866,5,2.5,3180,13806,2,0,0,4,10,3180,0,1990,3180,13798
950000,7,3.5,3470,16264,2,0,0,4,9,3470,0,1980,3040,13500
624000,4,3,1540,4140,1.5,0,0,5,7,1540,0,1902,1460,5000
1.85E+06,5,2.25,2800,8442,2,1,4,3,9,2800,0,1963,3220,9156
310000,3,1,1050,9876,1,0,0,3,7,1050,0,1953,1760,9403
315000,3,1.75,1480,6800,1,0,0,4,7,1480,0,1968,1500,7900
675000,3,2,1010,5973,1,0,0,5,6,1010,0,1942,1920,6015
490000,3,1.75,1660,8208,1,0,0,4,8,1660,0,1965,2210,11000
600000,5,2.25,2760,6350,1,0,0,3,7,1380,1380,1958,2060,6342
154000,2,1,1040,20524,1,0,3,3,6,1040,0,1949,1880,38996
480000,4,1.75,2220,6500,2,0,3,4,8,2220,0,1964,2430,11600
196900,3,1,1270,7500,1,0,0,3,6,1270,0,1954,1250,8000
735000,3,3.25,2960,39370,2,0,0,3,10,2960,0,1989,2960,56628
205500,3,2,1330,8748,1,0,0,3,7,1330,0,1986,1510,8584
357186,2,1.75,1210,1040,2,0,0,3,8,1210,0,2014,1210,1090
275000,4,2.5,2120,6754,2,0,0,3,7,2120,0,1998,2120,6937
248500,3,1.75,2090,12026,1,0,0,4,7,2090,0,1948,1700,9496
350000,3,2.5,2680,7836,2,0,0,3,8,2680,0,1990,2340,8040
390000,4,2.75,1790,47250,1,0,0,3,7,1220,570,1987,1250,43791
390000,3,2.75,1950,12240,1,0,0,3,7,1250,700,1956,1880,12000
660000,5,2.25,3740,14913,1.5,0,0,4,9,3740,0,1979,2180,7600
310000,3,1.75,1140,8263,1,0,0,5,7,1140,0,1950,1140,6770
717000,3,2.5,2480,5137,2,0,0,3,9,2480,0,2000,2480,6023
260000,5,2.5,2580,11250,1,0,0,3,7,1410,1170,1964,2240,11780
745000,3,2,2290,5001,1,0,0,4,7,1490,800,1960,1230,5001
470000,4,2.5,2320,12042,1,0,0,4,7,1320,1000,1975,2160,7054
429000,3,2.5,2530,8820,2,0,0,3,8,2530,0,1997,2340,9472
220000,4,2,1400,7140,1,0,0,3,7,1400,0,1969,1610,10500
497000,3,3,2060,1850,2,0,0,3,8,1400,660,2007,1910,2951
716100,3,1,1640,4000,1.5,0,0,5,7,1640,0,1909,2140,4000
371000,4,1,1960,94525,1.5,0,0,3,6,1960,0,1979,2430,188564
379000,5,2.75,3000,25175,1,0,0,4,7,1500,1500,1961,2170,40523
937500,3,1,1320,8500,1,0,0,4,7,1320,0,1954,2790,10800
720000,4,2,1760,4500,1.5,0,0,5,7,1760,0,1906,1740,4220
616000,3,3.25,2130,2306,2,0,1,5,7,1420,710,1924,1560,4500
259000,3,2,1390,7120,1,0,0,3,7,1390,0,1988,1530,7688
538000,3,1.75,1400,3825,1.5,0,0,4,6,1100,300,1904,1720,5100
605000,3,2.75,3230,9576,1.5,0,0,4,8,3230,0,1966,2820,9576
369950,3,1,1110,7603,1,0,0,3,7,1110,0,1967,1260,8094
310000,3,2.5,1670,4220,2,0,0,3,7,1670,0,2002,1670,4238
227500,3,1,1540,9450,1,0,0,4,7,1540,0,1960,1210,9450
274000,4,2.25,2090,7400,1,0,0,3,9,1670,420,1973,2260,8000
410000,3,2,1410,8088,1,0,0,3,7,1410,0,1987,1770,7401
354800,3,2,1370,78408,1,0,0,5,7,1370,0,1964,1620,9690
650000,4,2.25,1910,5120,1,0,0,3,8,1300,610,1954,1810,5153
353000,3,2,1678,13862,1,0,0,3,7,1678,0,1994,1550,11753
224975,3,1,960,12745,1,0,0,4,6,960,0,1977,1160,10488
600000,2,1.75,2080,13054,1,0,1,3,7,2080,0,1951,2440,13054
437500,3,2.25,1790,7700,1,0,0,4,7,1340,450,1976,1610,7350
567000,3,2.5,2540,6093,2,0,0,3,9,2540,0,1999,2540,5924
225000,5,1.5,1790,11656,2,0,0,3,7,1790,0,1963,2040,9790
255000,2,1,940,9330,1,0,0,3,6,940,0,1941,1900,6145
2.48E+06,5,3.75,6810,7500,2.5,0,0,3,13,6110,700,1922,2660,7500
370000,2,1,900,4600,1,0,0,3,6,900,0,1951,1060,4600
675000,4,1.75,1900,8800,1,0,0,3,8,1140,760,1975,2280,8800
285000,3,1,1440,4268,1,0,0,3,7,1040,400,1953,1370,4268
310000,3,1.75,2070,37904,1,0,0,4,7,1420,650,1973,2011,19110
475000,4,2.5,2240,7245,1,0,0,4,7,1140,1100,1972,1740,7350
410000,4,2.5,3320,5034,2,0,0,4,7,3320,0,2006,2580,4950
895000,4,2.25,1950,5950,1,0,0,3,8,1330,620,1947,2600,5593
375000,3,1.5,1240,7733,1,0,0,3,6,790,450,1941,1130,7733
349000,4,2.5,1830,4694,2,0,0,3,7,1830,0,2003,1830,5175
650500,3,1.75,1740,4400,1.5,0,0,3,8,1740,0,1903,1740,4400
760000,3,1.75,1410,15120,1,0,0,4,7,1410,0,1950,1880,15120
480000,4,2.75,2050,3960,1,0,0,4,7,1180,870,1986,1440,5040
689000,4,2.75,3220,16145,2,0,0,3,10,3220,0,1993,3200,12921
415000,3,1.75,1960,5000,1,0,0,5,6,980,980,1911,1790,5000
195000,3,1.75,1070,6110,1,0,0,4,7,1070,0,1968,1350,6148
318000,5,2.5,2820,9956,1,0,0,4,7,1410,1410,1967,2700,9956
404000,4,3,4060,35621,1,0,0,3,9,2030,2030,1989,2950,35259
339950,2,1,800,3090,1,0,0,4,6,800,0,1925,1400,3090
215000,3,1,1260,7897,1,0,0,3,7,1260,0,1979,1560,8285
339900,3,2.5,2420,7423,2,0,0,3,8,2420,0,1990,2260,7629
285000,1,1.5,810,3211,2,0,0,4,7,810,0,1982,1320,3298
550000,3,1,1600,5000,1.5,0,0,3,7,1110,490,1947,1380,5000
430000,4,1,1350,9000,1.5,0,0,4,7,1350,0,1964,1940,8000
219000,3,1,970,7790,1,0,0,3,6,970,0,1967,1150,8160
555000,2,1.5,1780,4750,1,0,0,4,7,1080,700,1947,1690,5962
233000,3,2,1350,7686,1,0,0,3,7,1350,0,1989,1470,7686
248000,3,1.75,1840,19501,1,0,0,4,8,1270,570,1972,1910,12000
454000,5,2.25,2550,9200,1,0,0,4,8,1580,970,1975,2090,9200
950000,4,2.5,1700,4418,2,0,0,3,8,1700,0,1931,2090,4174
359000,3,2.5,2430,7857,2,0,0,5,8,1730,700,1980,2160,8740
407500,5,2,2740,8230,1.5,0,0,3,7,2210,530,1962,2130,8232
224000,3,1.5,1560,7300,1,0,0,4,7,1040,520,1964,1460,7910
210000,2,1,1040,4590,1,0,0,3,7,1040,0,1954,1040,6120
261000,4,1.75,1820,9824,1,0,0,5,7,1820,0,1968,1410,11013
719000,3,3,1833,1706,3,0,0,3,9,1833,0,1998,1466,1455
440000,3,2.5,2160,3738,2,0,0,3,8,2160,0,1994,1500,4000
525000,3,2.75,2100,10362,2,0,0,3,9,1510,590,1998,2240,11842
375000,3,1.5,1370,9720,2,0,0,3,7,1370,0,1968,1510,8775
428000,2,2.5,1414,1960,2,0,0,3,8,1414,0,1986,1414,2511
988830,5,3.25,4115,7910,2,0,0,3,9,4115,0,2014,3950,6765
199950,3,1.75,1550,6225,1,0,0,4,7,1550,0,1949,1760,9496
840000,4,2.25,2100,3671,1.5,0,0,3,8,1750,350,1929,1800,4560
285000,3,1.75,1160,7006,1,0,0,4,7,1160,0,1992,1670,7750
330000,5,2.5,3597,4972,2,0,0,3,7,3597,0,2006,3193,6000
147500,3,1.5,1230,10125,1,0,0,3,7,1230,0,1960,1970,10125
320000,4,2.5,2190,7125,2,0,0,5,8,2190,0,1978,2190,8075
382500,3,1.75,1040,9000,1,0,0,4,7,1040,0,1967,1750,10878
2.05E+06,5,4,4690,8208,2,0,0,3,9,3040,1650,1926,3300,8001
