WERKS,SCENARIO,KTOKK,VSTATU,VPATD,EKORG,EKGRP,TOTGRQTY,TOTIRQTY,NODLGR,NODLIR,DIFGRIRD,DIFGRIRV,STATUS
ML03,3,1,1,60,2,C,0,116,0,43,-116,-21800,0
ML03,3,1,1,60,2,C,0,114,0,168,-114,-25600,1
ML03,3,1,1,60,2,C,0,109,0,59,-109,-22400,0
ML03,3,1,1,60,2,C,0,110,0,10,-110,-63600,0
ML03,3,1,1,60,2,C,0,59,0,147,-59,-15900,1
ML03,3,1,1,90,2,C,0,200,0,119,-200,-61200,0
ML03,3,1,1,90,2,C,0,127,0,76,-127,-38900,0
ML03,3,1,1,90,2,C,0,80,0,130,-80,-66000,0
ML03,3,1,1,90,2,C,0,103,0,164,-103,-26300,1
ML03,3,2,1,30,2,C,0,141,0,141,-141,-60600,0
ML03,3,2,1,30,2,C,0,69,0,205,-69,-71100,0
ML03,3,2,1,30,2,C,0,73,0,192,-73,-70600,0
ML03,3,2,1,30,2,C,0,188,0,123,-188,-42800,0
ML03,3,2,1,60,2,C,0,78,0,199,-78,-45100,0
ML03,3,2,1,60,2,C,0,52,0,35,-52,-45500,0
ML03,3,2,1,60,2,C,0,84,0,91,-84,-14800,1
ML03,3,2,1,90,2,C,0,160,0,109,-160,-63700,0
ML03,3,2,1,90,2,C,0,59,0,9,-59,-27300,0
ML03,3,2,1,90,2,C,0,114,0,10,-114,-20000,0
ML03,3,2,1,90,2,C,0,180,0,104,-180,-69100,0
ML03,3,2,1,90,2,C,0,192,0,84,-192,-69100,0
ML03,3,2,1,30,2,C,0,174,0,18,-174,-54300,0
ML03,3,2,1,30,2,C,0,144,0,92,-144,-51800,0
ML03,3,2,1,30,2,C,0,102,0,139,-102,-30000,1
ML03,3,2,1,60,2,C,0,109,0,8,-109,-8900,0
ML03,3,2,1,60,2,C,0,165,0,148,-165,-63700,0
ML03,3,2,1,60,2,C,0,149,0,99,-149,-28700,1
ML03,3,2,1,60,2,C,0,78,0,10,-78,-39700,0
ML03,3,2,1,90,2,C,0,97,0,107,-97,-65600,0
ML03,3,2,1,90,2,C,0,185,0,107,-185,-30800,1
ML03,3,2,1,90,2,C,0,169,0,64,-169,-5200,0
ML03,3,1,1,30,2,A,0,120,0,70,-120,-43400,1
ML03,3,1,1,30,2,A,0,111,0,192,-111,-33900,1
ML03,3,1,1,30,2,A,0,190,0,108,-190,-38500,1
ML03,3,1,1,30,2,A,0,60,0,50,-60,-1400,1
ML03,3,1,1,30,2,A,0,67,0,190,-67,-73500,0
ML03,3,1,1,60,2,A,0,100,0,196,-100,-72800,0
ML03,3,1,1,60,2,A,0,86,0,179,-86,-65000,0
ML03,3,1,1,60,2,A,0,184,0,32,-184,-36600,0
ML03,3,1,1,60,2,A,0,83,0,100,-83,-51100,0
ML03,3,1,1,60,2,A,0,50,0,178,-50,-14400,1
ML03,3,1,1,90,2,A,0,86,0,28,-86,-3100,0
ML03,3,1,1,90,2,A,0,177,0,196,-177,-70700,0
ML03,3,1,1,90,2,A,0,129,0,128,-129,-40400,0
ML03,3,1,1,90,2,A,0,61,0,105,-61,-1500,1
ML03,3,1,1,90,2,A,0,137,0,4,-137,-25000,0
ML03,3,1,1,30,2,A,0,98,0,97,-98,-47500,0
ML03,3,1,1,30,2,A,0,143,0,170,-143,-67300,0
ML03,3,1,1,30,2,A,0,114,0,210,-114,-43100,0
ML03,3,1,1,30,2,A,0,51,0,33,-51,-45500,0
ML03,3,1,1,30,2,A,0,120,0,13,-120,-28700,0
ML03,3,1,1,60,2,A,0,171,0,41,-171,-14100,0
ML03,3,1,1,60,2,A,0,144,0,151,-144,-53100,0
ML03,3,1,1,60,2,A,0,155,0,123,-155,-71700,0
ML03,3,1,1,60,2,A,0,74,0,26,-74,-47700,0
ML03,3,1,1,90,2,A,0,195,0,19,-195,-58000,0
ML03,3,1,1,90,2,A,0,185,0,18,-185,-65000,0
ML03,3,1,1,90,2,A,0,181,0,142,-181,-35400,1
ML03,3,1,1,90,2,A,0,114,0,54,-114,-20500,0
ML03,3,2,1,30,2,A,0,177,0,71,-177,-51200,0
ML03,3,2,1,30,2,A,0,95,0,67,-95,-57200,0
ML03,3,2,1,30,2,A,0,76,0,63,-76,-40400,0
ML03,3,2,1,30,2,A,0,181,0,104,-181,-42700,0
ML03,3,2,1,60,2,A,0,63,0,108,-63,-2900,1
ML03,3,2,1,60,2,A,0,112,0,179,-112,-60100,0
ML03,3,2,1,60,2,A,0,69,0,30,-69,-27000,0
ML03,3,2,1,60,2,A,0,109,0,96,-109,-69600,0
ML03,3,2,1,60,2,A,0,181,0,41,-181,-64100,0
ML03,3,2,1,90,2,A,0,197,0,76,-197,-61300,0
ML03,3,2,1,90,2,A,0,147,0,79,-147,-2500,0
ML03,3,2,1,90,2,A,0,77,0,21,-77,-38700,0
ML03,3,2,1,90,2,A,0,194,0,178,-194,-4900,1
ML03,3,2,1,90,2,A,0,108,0,30,-108,-5100,0
ML03,3,2,1,30,2,A,0,77,0,77,-77,-31300,1
ML03,3,2,1,30,2,A,0,111,0,202,-111,-8300,1
ML03,3,2,1,30,2,A,0,103,0,156,-103,-48300,0
ML03,3,2,1,60,2,A,0,158,0,147,-158,-58600,0
ML03,3,2,1,60,2,A,0,94,0,123,-94,-25100,1
ML03,3,2,1,60,2,A,0,84,0,30,-84,-44400,0
ML03,3,2,1,60,2,A,0,121,0,101,-121,-10600,1
ML03,3,2,1,60,2,A,0,167,0,211,-167,-6500,1
ML03,3,2,1,90,2,A,0,162,0,76,-162,-22200,0
ML03,3,2,1,90,2,A,0,74,0,183,-74,-2500,1
ML03,3,2,1,90,2,A,0,128,0,60,-128,-3900,0
ML03,3,2,1,90,2,A,0,131,0,105,-131,-44900,0
ML03,3,2,1,90,2,A,0,131,0,199,-131,-4800,1
ML03,3,1,1,30,2,B,0,92,0,108,-92,-53900,0
ML03,3,1,1,30,2,B,0,191,0,44,-191,-37800,1
ML03,3,1,1,30,2,B,0,180,0,157,-180,-62500,0
ML03,3,1,1,60,2,B,0,62,0,105,-62,-51700,0
ML03,3,1,1,60,2,B,0,184,0,137,-184,-67300,0
ML03,3,1,1,60,2,B,0,122,0,28,-122,-28800,0
ML03,3,1,1,60,2,B,0,112,0,177,-112,-51800,0
ML03,3,1,1,90,2,B,0,89,0,113,-89,-57800,0
ML03,3,1,1,90,2,B,0,69,0,169,-69,-52100,0
ML03,3,1,1,90,2,B,0,161,0,169,-161,-18300,1
ML03,3,1,1,90,2,B,0,194,0,128,-194,-34700,1
ML03,3,1,1,90,2,B,0,149,0,94,-149,-74500,0
ML03,3,1,1,30,2,B,0,127,0,45,-127,-33200,1
ML03,3,1,1,30,2,B,0,180,0,112,-180,-41500,0
ML03,3,1,1,30,2,B,0,92,0,180,-92,-62700,0
ML03,3,1,1,60,2,B,0,67,0,110,-67,-54200,0
ML03,3,1,1,60,2,B,0,143,0,81,-143,-47900,0
ML03,3,1,1,60,2,B,0,133,0,57,-133,-47100,0
ML03,3,1,1,60,2,B,0,129,0,197,-129,-64900,0
ML03,3,1,1,90,2,B,0,144,0,129,-144,-61200,0
ML03,3,1,1,90,2,B,0,152,0,59,-152,-57700,0
ML03,3,1,1,90,2,B,0,67,0,51,-67,-63700,0
ML03,3,2,1,30,2,B,0,187,0,172,-187,-45300,0
ML03,3,2,1,30,2,B,0,109,0,170,-109,-17400,1
ML03,3,2,1,30,2,B,0,114,0,201,-114,-39800,1
ML03,3,2,1,30,2,B,0,114,0,140,-114,-13000,1
ML03,3,2,1,30,2,B,0,167,0,46,-167,-70200,0
ML03,3,2,1,60,2,B,0,129,0,8,-129,-5500,0
ML03,3,2,1,60,2,B,0,174,0,95,-174,-31900,1
ML03,3,2,1,60,2,B,0,91,0,97,-91,-10700,1
ML03,3,2,1,90,2,B,0,79,0,170,-79,-32300,1
ML03,3,2,1,90,2,B,0,59,0,114,-59,-53200,0
ML03,3,2,1,30,2,B,0,54,0,184,-54,-50400,0
ML03,3,2,1,30,2,B,0,118,0,31,-118,-33500,0
ML03,3,2,1,30,2,B,0,136,0,135,-136,-18200,1
ML03,3,2,1,30,2,B,0,129,0,208,-129,-26800,1
ML03,3,2,1,30,2,B,0,100,0,49,-100,-67100,0
ML03,3,2,1,60,2,B,0,92,0,58,-92,-22200,0
ML03,3,2,1,60,2,B,0,131,0,177,-131,-9100,1
ML03,3,2,1,60,2,B,0,77,0,169,-77,-34000,1
ML03,3,2,1,60,2,B,0,175,0,1,-175,-18900,0
ML03,3,2,1,60,2,B,0,125,0,126,-125,-65400,0
ML03,3,2,1,90,2,B,0,114,0,68,-114,-11700,0
ML03,3,2,1,90,2,B,0,81,0,53,-81,-1700,0
ML03,3,2,1,90,2,B,0,112,0,103,-112,-43300,0
ML03,3,2,1,90,2,B,0,74,0,80,-74,-8700,0
ML03,3,1,1,30,2,C,0,122,0,117,-122,-50200,0
ML03,3,1,1,30,2,C,0,198,0,101,-198,-72400,0
ML03,3,1,1,30,2,C,0,158,0,42,-158,-4300,1
ML03,3,1,1,30,2,C,0,56,0,130,-56,-73700,0
ML03,3,1,1,60,2,C,0,92,0,195,-92,-51100,0
ML03,3,1,1,60,2,C,0,136,0,103,-136,-69600,0
ML03,3,1,1,60,2,C,0,191,0,120,-191,-32300,1
ML03,3,1,1,60,2,C,0,158,0,143,-158,-20400,1
ML03,3,1,1,90,2,C,0,157,0,73,-157,-68100,0
ML03,3,1,1,90,2,C,0,154,0,5,-154,-7100,0
ML03,3,1,1,90,2,C,0,53,0,189,-53,-56900,0
ML03,3,1,1,90,2,C,0,168,0,22,-168,-44400,0
ML03,3,1,1,30,2,C,0,178,0,23,-178,-56500,0
ML03,3,1,1,30,2,C,0,115,0,30,-115,-74300,0
ML03,3,1,1,30,2,C,0,170,0,162,-170,-67700,0
ML03,3,1,1,30,2,C,0,114,0,64,-114,-19100,1
ML03,3,1,1,60,2,C,0,107,0,46,-107,-23300,0
ML03,3,1,1,60,2,C,0,59,0,140,-59,-47800,0
ML03,3,1,1,60,2,C,0,174,0,185,-174,-14900,1
ML03,3,1,1,60,2,C,0,122,0,22,-122,-42200,0
ML03,3,1,1,90,2,C,0,185,0,63,-185,-63700,0
ML03,3,1,1,90,2,C,0,60,0,53,-60,-54100,0
ML03,3,1,1,90,2,C,0,50,0,155,-50,-1800,1
ML03,3,1,1,90,2,C,0,91,0,15,-91,-4900,0
ML03,3,1,1,90,2,C,0,138,0,126,-138,-1600,1
ML03,3,2,1,30,2,C,0,173,0,136,-173,-48400,0
ML03,3,2,1,30,2,C,0,142,0,171,-142,-36400,1
ML03,3,2,1,30,2,C,0,114,0,5,-114,-2300,0
ML03,3,2,1,30,2,C,0,169,0,185,-169,-55000,0
ML03,3,2,1,60,2,C,0,107,0,156,-107,-58700,0
ML03,3,2,1,60,2,C,0,183,0,107,-183,-66400,0
ML03,3,2,1,60,2,C,0,105,0,116,-105,-59700,0
ML03,3,2,1,60,2,C,0,158,0,124,-158,-10600,1
ML03,3,2,1,90,2,C,0,57,0,1,-57,-73100,0
ML03,3,2,1,90,2,C,0,172,0,133,-172,-67400,0
ML03,3,2,1,90,2,C,0,142,0,146,-142,-12800,1
ML03,3,2,1,90,2,C,0,125,0,130,-125,-45600,0
ML03,3,2,1,90,2,C,0,178,0,101,-178,-68100,0
ML03,3,2,1,30,2,C,0,121,0,20,-121,-25900,0
ML03,3,2,1,30,2,C,0,133,0,57,-133,-64200,0
ML03,3,2,1,30,2,C,0,165,0,164,-165,-72500,0
ML03,3,2,1,30,2,C,0,128,0,148,-128,-70700,0
ML03,3,2,1,30,2,C,0,68,0,68,-68,-5500,1
ML03,3,2,1,60,2,C,0,134,0,17,-134,-64400,0
ML03,3,2,1,60,2,C,0,75,0,64,-75,-29500,1
ML03,3,2,1,60,2,C,0,65,0,186,-65,-26200,1
ML03,3,2,1,60,2,C,0,149,0,181,-149,-31300,1
ML03,3,2,1,90,2,C,0,115,0,59,-115,-55300,0
ML03,3,2,1,90,2,C,0,120,0,60,-120,-63500,0
ML03,3,2,1,90,2,C,0,157,0,186,-157,-45000,0
ML03,3,2,1,90,2,C,0,152,0,170,-152,-55700,0
ML01,4,1,1,30,1,A,104,105,57,36,-1,-133,1
ML01,4,1,1,30,1,A,112,126,82,69,-14,-3728,1
ML01,4,1,1,30,1,A,149,165,26,16,-16,-1160,0
ML01,4,1,1,30,1,A,88,102,122,107,-14,-9574,0
ML01,4,1,1,60,1,A,92,97,78,56,-5,-325,0
ML01,4,1,1,60,1,A,133,156,190,177,-23,-12700,0
ML01,4,1,1,60,1,A,72,74,27,5,-2,-400,0
ML01,4,1,1,60,1,A,151,176,233,211,-25,-10162,0
ML01,4,1,1,90,1,A,118,126,195,167,-8,-140,1
ML01,4,1,1,90,1,A,47,50,68,45,-3,-2903,0
ML01,4,1,1,90,1,A,105,121,161,132,-16,-5265,0
ML01,4,1,1,90,1,A,159,187,244,223,-28,-13173,0
ML01,4,1,1,30,1,A,50,58,30,20,-8,-469,0
ML01,4,1,1,30,1,A,174,176,76,46,-2,-241,1
ML01,4,1,1,30,1,A,126,133,256,234,-7,-2813,1
ML01,4,1,1,30,1,A,105,109,144,117,-4,-1962,1
ML01,4,1,1,30,1,A,129,145,255,226,-16,-1965,1
ML01,4,1,1,60,1,A,153,168,159,134,-15,-1597,1
ML01,4,1,1,60,1,A,114,115,150,120,-1,-845,1
ML01,4,1,1,60,1,A,68,80,229,209,-12,-9678,0
ML01,4,1,1,60,1,A,181,199,73,54,-18,-7451,0
ML01,4,1,1,90,1,A,167,192,179,156,-25,-2682,1
ML01,4,1,1,90,1,A,77,85,151,135,-8,-6122,0
ML01,4,1,1,90,1,A,163,189,172,159,-26,-8462,0
ML01,4,1,1,90,1,A,106,110,183,162,-4,-3307,1
ML01,4,2,1,30,1,A,159,181,84,56,-22,-778,1
ML01,4,2,1,30,1,A,86,88,220,201,-2,-772,1
ML01,4,2,1,30,1,A,70,81,64,54,-11,-5865,0
ML01,4,2,1,30,1,A,160,182,56,44,-22,-4718,0
ML01,4,2,1,30,1,A,106,115,140,129,-9,-6626,0
ML01,4,2,1,60,1,A,58,61,32,12,-3,-320,0
ML01,4,2,1,60,1,A,125,126,210,188,-1,-497,1
ML01,4,2,1,60,1,A,162,178,89,62,-16,-3710,1
ML01,4,2,1,60,1,A,61,62,180,166,-1,-635,1
ML01,4,2,1,90,1,A,159,185,95,69,-26,-8587,0
ML01,4,2,1,90,1,A,136,153,164,140,-17,-10218,0
ML01,4,2,1,90,1,A,140,161,80,70,-21,-12031,0
ML01,4,2,1,90,1,A,164,191,216,189,-27,-6807,0
ML01,4,2,1,90,1,A,170,185,126,97,-15,-8107,0
ML01,4,2,1,30,1,A,150,177,245,233,-27,-6971,0
ML01,4,2,1,30,1,A,80,82,168,149,-2,-254,1
ML01,4,2,1,30,1,A,83,97,217,200,-14,-6600,0
ML01,4,2,1,30,1,A,141,157,38,10,-16,-1527,0
ML01,4,2,1,60,1,A,145,161,35,20,-16,-378,0
ML01,4,2,1,60,1,A,121,131,158,133,-10,-3642,0
ML01,4,2,1,60,1,A,167,174,87,73,-7,-2551,1
ML01,4,2,1,60,1,A,57,59,85,60,-2,-1097,0
ML01,4,2,1,90,1,A,155,176,109,87,-21,-8424,0
ML01,4,2,1,90,1,A,81,84,183,156,-3,-2441,1
ML01,4,2,1,90,1,A,126,134,170,146,-8,-2179,1
ML01,4,2,1,90,1,A,57,61,216,188,-4,-1013,1
ML01,4,1,1,30,1,B,75,88,223,193,-13,-4978,1
ML01,4,1,1,30,1,B,119,128,191,177,-9,-6827,0
ML01,4,1,1,30,1,B,176,181,174,160,-5,-326,1
ML01,4,1,1,30,1,B,159,187,54,38,-28,-10751,0
ML01,4,1,1,30,1,B,81,86,51,41,-5,-644,1
ML01,4,1,1,60,1,B,139,151,112,82,-12,-5603,0
ML01,4,1,1,60,1,B,164,184,132,117,-20,-3459,1
ML01,4,1,1,60,1,B,105,121,243,229,-16,-11755,0
ML01,4,1,1,90,1,B,69,77,208,196,-8,-4343,1
ML01,4,1,1,90,1,B,147,162,245,226,-15,-1121,1
ML01,4,1,1,90,1,B,62,68,138,109,-6,-7091,0
ML01,4,1,1,90,1,B,58,68,159,131,-10,-5401,0
ML01,4,1,1,90,1,B,152,162,173,148,-10,-5250,0
ML01,4,1,1,30,1,B,68,76,156,132,-8,-2295,1
ML01,4,1,1,30,1,B,125,130,209,187,-5,-1820,1
ML01,4,1,1,30,1,B,95,107,89,77,-12,-9498,0
ML01,4,1,1,30,1,B,157,181,118,103,-24,-8051,0
ML01,4,1,1,60,1,B,133,149,94,73,-16,-5090,0
ML01,4,1,1,60,1,B,79,82,241,217,-3,-2419,1
ML01,4,1,1,60,1,B,44,52,231,205,-8,-3280,1
ML01,4,1,1,60,1,B,68,73,59,34,-5,-2282,0
ML01,4,1,1,60,1,B,93,101,166,143,-8,-6995,0
ML01,4,1,1,90,1,B,156,166,97,72,-10,-3399,0
ML01,4,1,1,90,1,B,100,111,139,118,-11,-3120,1
ML01,4,1,1,90,1,B,83,84,249,236,-1,-635,1
ML01,4,1,1,90,1,B,182,188,251,221,-6,-778,1
ML01,4,2,1,30,1,B,146,150,64,52,-4,-99,1
ML01,4,2,1,30,1,B,102,104,220,201,-2,-671,1
ML01,4,2,1,30,1,B,73,75,234,218,-2,-1347,1
ML01,4,2,1,30,1,B,163,187,118,89,-24,-10976,0
ML01,4,2,1,30,1,B,165,187,147,130,-22,-9305,0
ML01,4,2,1,60,1,B,111,131,131,120,-20,-12311,0
ML01,4,2,1,60,1,B,83,84,169,140,-1,-302,1
ML01,4,2,1,60,1,B,58,59,141,113,-1,-683,1
ML01,4,2,1,60,1,B,139,156,137,110,-17,-5703,0
ML01,4,2,1,90,1,B,142,149,43,24,-7,-1113,0
ML01,4,2,1,90,1,B,102,109,105,86,-7,-4086,0
ML01,4,2,1,90,1,B,146,150,22,3,-4,-997,0
ML01,4,2,1,90,1,B,127,137,94,79,-10,-6771,0
ML01,4,2,1,30,1,B,190,200,68,51,-10,-2775,1
ML01,4,2,1,30,1,B,90,102,163,147,-12,-11614,0
ML01,4,2,1,30,1,B,155,176,263,233,-21,-6123,0
ML01,4,2,1,30,1,B,154,166,156,130,-12,-4652,0
ML01,4,2,1,30,1,B,115,121,158,148,-6,-3588,1
ML01,4,2,1,60,1,B,97,111,163,150,-14,-8564,0
ML01,4,2,1,60,1,B,146,149,74,47,-3,-437,0
ML01,4,2,1,60,1,B,77,84,59,46,-7,-3587,0
ML01,4,2,1,60,1,B,192,194,86,69,-2,-905,1
ML01,4,2,1,60,1,B,89,103,208,189,-14,-1605,1
ML01,4,2,1,90,1,B,88,91,56,30,-3,-646,0
ML01,4,2,1,90,1,B,168,195,231,219,-27,-4219,0
ML01,4,2,1,90,1,B,54,56,213,198,-2,-2813,1
ML01,4,2,1,90,1,B,177,195,242,230,-18,-6861,0
ML01,4,2,1,90,1,B,94,104,122,92,-10,-7090,0
ML01,4,1,1,30,1,C,194,200,115,100,-6,-1116,1
ML01,4,1,1,30,1,C,107,111,97,69,-4,-3560,1
ML01,4,1,1,30,1,C,93,102,166,154,-9,-6926,0
ML01,4,1,1,30,1,C,156,184,215,185,-28,-3001,1
ML01,4,1,1,60,1,C,163,173,117,96,-10,-64,1
ML01,4,1,1,60,1,C,175,184,79,61,-9,-1995,0
ML01,4,1,1,60,1,C,49,57,253,231,-8,-9754,0
ML01,4,1,1,90,1,C,49,54,36,8,-5,-1556,0
ML01,4,1,1,90,1,C,94,110,105,79,-16,-9091,0
ML01,4,1,1,90,1,C,128,129,251,225,-1,-594,1
ML01,4,1,1,90,1,C,133,153,170,150,-20,-10946,0
ML01,4,1,1,30,1,C,56,64,16,3,-8,-3787,0
ML01,4,1,1,30,1,C,129,132,151,122,-3,-502,1
ML01,4,1,1,30,1,C,145,167,31,17,-22,-8309,0
ML01,4,1,1,60,1,C,136,151,35,21,-15,-1548,0
ML01,4,1,1,60,1,C,143,163,163,136,-20,-7799,0
ML01,4,1,1,60,1,C,138,139,104,80,-1,-543,1
ML01,4,1,1,60,1,C,185,197,69,53,-12,-2912,0
ML01,4,1,1,90,1,C,104,108,110,86,-4,-474,0
ML01,4,1,1,90,1,C,146,151,41,24,-5,-1838,0
ML01,4,1,1,90,1,C,64,65,186,165,-1,-458,1
ML01,4,2,1,30,1,C,176,181,228,202,-5,-566,1
ML01,4,2,1,30,1,C,51,55,266,238,-4,-2233,1
ML01,4,2,1,30,1,C,169,194,138,120,-25,-8286,0
ML01,4,2,1,30,1,C,122,126,59,29,-4,-319,0
ML01,4,2,1,60,1,C,107,122,197,169,-15,-3885,0
ML01,4,2,1,60,1,C,142,165,215,197,-23,-12104,0
ML01,4,2,1,60,1,C,65,75,93,77,-10,-12028,0
ML01,4,2,1,90,1,C,56,58,81,59,-2,-1683,0
ML01,4,2,1,90,1,C,56,62,81,66,-6,-1934,0
ML01,4,2,1,90,1,C,66,77,216,190,-11,-13029,0
ML01,4,2,1,30,1,C,67,74,29,8,-7,-3198,0
ML01,4,2,1,30,1,C,126,137,209,179,-11,-7657,0
ML01,4,2,1,30,1,C,163,177,71,43,-14,-1441,1
ML01,4,2,1,30,1,C,188,194,264,236,-6,-486,1
ML01,4,2,1,60,1,C,91,93,28,6,-2,-1374,0
ML01,4,2,1,60,1,C,90,97,182,172,-7,-5088,0
ML01,4,2,1,60,1,C,104,115,96,77,-11,-3022,1
ML01,4,2,1,60,1,C,114,116,78,53,-2,-528,0
ML01,4,2,1,60,1,C,172,176,254,226,-4,-1627,1
ML01,4,2,1,90,1,C,153,164,52,37,-11,-785,0
ML01,4,2,1,90,1,C,49,55,210,186,-6,-4871,0
ML01,4,2,1,90,1,C,155,161,263,238,-6,-1859,1
ML01,4,1,1,30,1,A,53,61,202,184,-8,-7790,0
ML01,4,1,1,30,1,A,182,196,127,109,-14,-1611,1
ML01,4,1,1,30,1,A,82,87,179,168,-5,-2829,1
ML01,4,1,1,30,1,A,67,68,70,53,-1,-736,1
ML01,4,1,1,30,1,A,126,129,189,167,-3,-1892,1
ML01,4,1,1,60,1,A,114,132,24,11,-18,-10214,0
ML01,4,1,1,60,1,A,54,62,225,197,-8,-8484,0
ML01,4,1,1,60,1,A,124,127,122,96,-3,-1588,1
ML01,4,1,1,60,1,A,145,151,175,165,-6,-484,1
ML01,4,1,1,90,1,A,149,173,100,81,-24,-2081,0
ML01,4,1,1,90,1,A,100,112,213,197,-12,-5250,0
ML01,4,1,1,90,1,A,69,71,254,228,-2,-1537,1
ML01,4,1,1,90,1,A,129,150,68,40,-21,-3611,0
ML01,4,1,1,30,1,A,139,146,199,172,-7,-3997,1
ML01,4,1,1,30,1,A,62,68,197,179,-6,-6847,0
ML01,4,1,1,30,1,A,63,66,252,233,-3,-4515,0
ML01,4,1,1,60,1,A,102,104,57,29,-2,-1352,0
ML01,4,1,1,60,1,A,149,157,235,224,-8,-2303,1
ML01,4,1,1,60,1,A,98,110,168,139,-12,-8161,0
ML01,4,1,1,90,1,A,76,87,55,36,-11,-6056,0
ML01,4,1,1,90,1,A,98,108,99,83,-10,-4440,0
ML01,4,1,1,90,1,A,101,116,187,162,-15,-11944,0
ML01,4,2,1,30,1,A,138,147,200,171,-9,-2723,1
ML01,4,2,1,30,1,A,91,99,176,162,-8,-3823,1
ML01,4,2,1,30,1,A,100,110,70,47,-10,-1705,1
ML01,4,2,1,30,1,A,68,71,211,189,-3,-2059,1
ML01,4,2,1,60,1,A,53,59,109,86,-6,-7434,0
ML01,4,2,1,60,1,A,157,173,232,219,-16,-3947,0
ML01,4,2,1,60,1,A,180,198,40,19,-18,-2983,0
ML01,4,2,1,60,1,A,128,132,73,54,-4,-2207,0
ML01,4,2,1,60,1,A,65,71,170,157,-6,-1437,1
ML01,4,2,1,90,1,A,44,52,166,146,-8,-8149,0
ML01,4,2,1,90,1,A,75,80,24,12,-5,-3716,0
ML01,4,2,1,90,1,A,106,120,119,92,-14,-5257,0
ML01,4,2,1,90,1,A,167,197,47,37,-30,-7643,0
ML01,4,2,1,30,1,A,66,72,197,187,-6,-1942,1
ML01,4,2,1,30,1,A,125,139,65,50,-14,-6838,0
ML01,4,2,1,30,1,A,144,156,150,139,-12,-2588,1
ML01,4,2,1,30,1,A,132,138,178,168,-6,-4190,0
ML01,4,2,1,30,1,A,118,123,188,172,-5,-3554,1
ML01,4,2,1,60,1,A,131,142,153,125,-11,-1332,1
ML01,4,2,1,60,1,A,95,98,118,100,-3,-548,1
ML01,4,2,1,60,1,A,156,171,268,242,-15,-6265,0
ML01,4,2,1,60,1,A,167,188,62,39,-21,-6256,0
ML01,4,2,1,60,1,A,174,185,49,19,-11,-1885,0
ML01,4,2,1,90,1,A,78,80,194,177,-2,-1365,1
ML01,4,2,1,90,1,A,149,165,118,98,-16,-5833,0
ML01,4,2,1,90,1,A,111,113,258,240,-2,-550,1
ML01,4,1,1,30,1,B,142,143,56,32,-1,-417,1
ML01,4,1,1,30,1,B,48,50,33,20,-2,-1822,0
ML01,4,1,1,30,1,B,96,97,195,171,-1,-766,1
ML01,4,1,1,30,1,B,64,65,20,4,-1,-514,0
ML01,4,1,1,60,1,B,69,78,93,68,-9,-1292,1
ML01,4,1,1,60,1,B,100,103,44,32,-3,-1326,0
ML01,4,1,1,60,1,B,60,69,76,54,-9,-12459,0
ML01,4,1,1,60,1,B,146,152,125,113,-6,-3733,1
ML01,4,1,1,90,1,B,124,127,56,43,-3,-168,0
ML01,4,1,1,90,1,B,148,157,144,114,-9,-2327,1
ML01,4,1,1,90,1,B,82,86,149,138,-4,-1982,1
ML01,4,1,1,90,1,B,141,144,91,69,-3,-344,0
ML01,4,1,1,30,1,B,102,113,224,197,-11,-9482,0
ML01,4,1,1,30,1,B,110,116,24,12,-6,-4713,0
ML01,4,1,1,60,1,B,186,190,213,190,-4,-535,1
ML01,4,1,1,60,1,B,78,92,121,108,-14,-11153,0
ML01,4,1,1,90,1,B,102,120,82,66,-18,-4320,0
ML01,4,1,1,90,1,B,154,171,187,176,-17,-3099,1
ML01,4,1,1,90,1,B,72,81,66,53,-9,-8834,0
ML01,4,1,1,90,1,B,160,174,223,205,-14,-1403,1
ML01,4,2,1,30,1,B,178,194,213,196,-16,-5790,0
ML01,4,2,1,30,1,B,73,74,123,113,-1,-916,1
ML01,4,2,1,30,1,B,128,146,236,213,-18,-5058,0
ML01,4,2,1,30,1,B,146,166,38,9,-20,-4746,0
ML01,4,2,1,60,1,B,96,109,74,52,-13,-3494,0
ML01,4,2,1,60,1,B,79,82,30,11,-3,-2922,0
ML01,4,2,1,60,1,B,145,165,262,240,-20,-7959,0
ML01,4,2,1,60,1,B,58,60,222,210,-2,-3028,1
ML01,4,2,1,60,1,B,170,183,101,81,-13,-1134,1
ML01,4,2,1,90,1,B,96,100,216,186,-4,-40,1
ML01,4,2,1,90,1,B,142,143,192,172,-1,-211,1
ML01,4,2,1,90,1,B,166,178,109,93,-12,-2454,1
ML01,4,2,1,90,1,B,102,115,206,192,-13,-8521,0
ML01,4,2,1,30,1,B,117,122,236,208,-5,-3888,0
ML01,4,2,1,30,1,B,85,93,44,30,-8,-6685,0
ML01,4,2,1,30,1,B,52,61,193,183,-9,-7944,0
ML01,4,2,1,30,1,B,70,74,149,134,-4,-1642,1
ML01,4,2,1,60,1,B,93,109,173,152,-16,-10454,0
ML01,4,2,1,60,1,B,84,96,93,81,-12,-4237,0
ML01,4,2,1,60,1,B,76,83,54,36,-7,-2675,0
ML01,4,2,1,60,1,B,162,184,123,107,-22,-2476,1
ML01,4,2,1,90,1,B,153,176,108,97,-23,-7305,0
ML01,4,2,1,90,1,B,177,181,129,109,-4,-2023,1
